@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.071492,0.009743,2.751796,0.178447,0.213117,0.490503,0.024694,0.108875,-29.428678,2.489423,0.294427,0.522070,0.018337,0.038943,0.342713,-0.047171,0.091991,0.205707,-0.051147,0.144313,0.013305,0.009628,0.002274,0.081306,0.009159,0.032816,0.003576,0.074168,0.001682,0.004259,0.004914,0.048418,0.002389,0.043272,0.000794,-0.000006,-0.001241,-0.000131,-0.000662,0.007047,0.000066,0.001486,0.042151,-0.001408,-0.007084,0.005041,-0.007090,-0.003304,0.006686,-0.005975,-0.002357,0.000689,-0.005341,-0.002099,0.000036,0.000009,0.000015,-0.000068,0.000020,0.000001,0.000004,0.000956,0.000053,0.000018,0.000004,-0.000573,0.000011,-0.000073,0.076477,0.011735,0.429646,0.083085,0.046517,0.539511,0.019593,0.143457,3.608427,0.986819,0.680251,0.420124,0.383907,0.293831,0.301436,0.299264,0.184319,0.224908,0.187325,0.182794,0.167766,0.011519,0.004053,0.059356,0.013382,0.037189,0.003820,0.082382,0.003132,0.005397,0.005010,0.040780,0.003065,0.017486,0.087980,0.013482,0.588395,0.092978,0.052177,0.691318,0.026372,0.178020,2.721756,1.145985,0.684046,0.470035,0.428719,0.348964,0.300691,0.306381,0.232141,0.264006,0.223836,0.252663,0.222299,0.013616,0.005484,0.061960,0.013649,0.033635,0.005052,0.093053,0.003795,0.005837,0.006489,0.046307,0.003984,0.021815,speech
0.068666,0.012031,2.829938,0.208457,0.236491,0.467894,0.031584,0.110554,-29.288356,2.222019,0.481108,0.427897,0.059494,0.058117,0.317490,0.163203,0.125418,-0.044777,-0.122613,0.120132,-0.056575,0.006094,0.002249,0.043826,0.004186,0.009461,0.003355,0.104380,0.000644,0.001815,0.021920,0.060706,0.001524,0.040920,-0.000206,-0.000101,-0.005674,0.005301,0.002589,0.000238,0.000170,-0.000839,-0.187825,-0.045221,0.043023,-0.031754,-0.010110,0.005381,-0.007549,0.007892,0.004764,0.005566,-0.002930,-0.014281,0.011242,-0.000121,-0.000063,0.000595,-0.000057,-0.000323,-0.000134,-0.000830,-0.000003,-0.000022,-0.000283,0.002137,-0.000021,0.000007,0.073887,0.010907,0.344177,0.094862,0.031026,0.453560,0.028306,0.155040,1.717756,0.739234,0.648427,0.412477,0.302305,0.208663,0.247485,0.233242,0.190610,0.180392,0.184618,0.189495,0.181885,0.007256,0.003339,0.036592,0.005094,0.009450,0.003371,0.082450,0.001206,0.002704,0.025619,0.034859,0.001818,0.016617,0.078976,0.011881,0.459952,0.090469,0.035907,0.505061,0.033650,0.173947,2.007624,0.810335,0.589282,0.449819,0.355579,0.259834,0.278508,0.296273,0.258127,0.234613,0.235479,0.241142,0.240223,0.009942,0.003867,0.050177,0.006928,0.012969,0.004908,0.115861,0.001536,0.003817,0.029719,0.047290,0.002522,0.021043,speech
0.100272,0.011793,2.872206,0.207499,0.222529,0.626548,0.026026,0.158988,-27.894744,2.390678,0.263797,0.361694,-0.029172,-0.025214,0.448053,0.053688,-0.014025,-0.131749,-0.092947,0.124401,-0.131482,0.016118,0.002330,0.031226,0.008509,0.010863,0.004865,0.055496,0.001027,0.002751,0.038160,0.063052,0.002424,0.034872,-0.000344,-0.000015,0.005768,0.000384,0.000148,0.004114,-0.000019,0.000741,-0.008097,-0.018943,-0.029753,-0.001329,0.009360,0.013549,-0.002480,0.001601,-0.001881,0.004106,0.001480,0.005767,0.010274,-0.000221,0.000023,0.000011,-0.000129,-0.000021,-0.000041,0.003595,0.000006,-0.000005,-0.000043,-0.001161,-0.000041,0.000609,0.105398,0.010843,0.374219,0.100234,0.033327,0.543917,0.020471,0.175491,2.628889,0.982308,0.670525,0.451836,0.411362,0.305998,0.287508,0.245218,0.211156,0.267805,0.238551,0.183321,0.201643,0.027934,0.002816,0.024037,0.010766,0.013503,0.004970,0.065494,0.001200,0.002865,0.052373,0.040786,0.004015,0.017303,0.123779,0.011189,0.503594,0.109412,0.039371,0.650632,0.029732,0.198772,2.313568,1.037211,0.657366,0.483377,0.421914,0.316933,0.378929,0.286449,0.236426,0.282514,0.298832,0.247305,0.226124,0.033853,0.003539,0.032842,0.012464,0.017017,0.006001,0.083227,0.001648,0.003832,0.051056,0.051981,0.005343,0.019979,speech
0.116026,0.022734,2.792537,0.257497,0.251040,0.730649,0.024910,0.177911,-28.870165,1.717707,0.728091,0.380548,0.049899,0.161550,0.228623,-0.056040,0.061729,-0.034932,-0.118275,-0.009085,-0.268207,0.015243,0.001164,0.032288,0.003448,0.003922,0.001462,0.069047,0.000671,0.000948,0.017300,0.089948,0.002525,0.041127,-0.000790,-0.000019,0.001372,-0.000437,0.000113,-0.004866,0.000979,-0.000440,-0.017992,0.001380,0.002734,-0.001624,-0.001110,-0.001672,-0.000692,-0.001114,-0.000086,-0.000391,-0.001029,-0.001255,0.002599,-0.000095,-0.000004,-0.000760,-0.000051,-0.000031,-0.000009,-0.001454,-0.000006,-0.000006,-0.000197,0.001051,-0.000036,-0.000141,0.124871,0.039491,0.488279,0.116735,0.037178,0.827496,0.021274,0.264860,3.530529,1.063722,0.555166,0.400751,0.306114,0.258760,0.215874,0.237109,0.222174,0.230561,0.265887,0.196973,0.252452,0.020177,0.002328,0.036464,0.005571,0.003477,0.001677,0.091878,0.001257,0.001085,0.028979,0.066359,0.003488,0.022654,0.123284,0.033182,0.627479,0.116768,0.035962,0.922956,0.024295,0.287398,2.296074,1.130963,0.636609,0.416868,0.392376,0.306996,0.292278,0.273371,0.256692,0.243075,0.313356,0.262278,0.304167,0.022165,0.003057,0.045043,0.007464,0.004957,0.002149,0.116903,0.001724,0.001281,0.035245,0.075228,0.004438,0.027007,speech
0.091077,0.011617,2.817309,0.191622,0.212192,0.640221,0.021565,0.142015,-28.791201,2.373034,0.367049,0.019573,0.046509,0.074487,0.204278,-0.007893,0.128781,0.176181,-0.093195,0.171606,-0.092565,0.013116,0.004250,0.064391,0.007316,0.024814,0.004244,0.069304,0.001709,0.005757,0.008638,0.038236,0.004286,0.034719,-0.000599,-0.000152,0.001286,0.000554,0.001617,-0.003132,-0.000207,-0.000813,-0.139470,-0.016375,-0.012991,0.005287,0.019536,0.003637,-0.007149,0.007434,-0.001956,-0.005390,0.000950,0.005789,0.006896,-0.001119,-0.000115,-0.001188,-0.000091,-0.000243,-0.000098,0.000407,-0.000036,-0.000066,-0.000127,0.001837,-0.000329,0.000175,0.115274,0.014044,0.360637,0.097208,0.035184,0.758629,0.021151,0.189045,3.887613,1.188733,0.774543,0.451784,0.400906,0.300583,0.380187,0.251601,0.228083,0.212666,0.254888,0.219863,0.199870,0.015452,0.006835,0.052272,0.010764,0.028836,0.004784,0.072172,0.002473,0.006915,0.013181,0.036488,0.006589,0.020370,0.117787,0.014835,0.511211,0.098679,0.035160,0.797214,0.029298,0.205031,2.947438,1.211112,0.722528,0.464316,0.422927,0.375176,0.375662,0.291939,0.269471,0.265543,0.315670,0.274991,0.241499,0.021843,0.008603,0.062692,0.014177,0.031303,0.005864,0.085645,0.002973,0.008481,0.019019,0.039311,0.009170,0.022981,speech
0.062641,0.012757,2.949660,0.190456,0.215555,0.400069,0.032743,0.091000,-29.327940,2.261874,-0.125317,-0.053552,-0.218011,0.038221,0.168780,0.078536,0.037452,-0.190639,-0.240346,0.054075,-0.065981,0.013906,0.003144,0.021850,0.016931,0.020198,0.011723,0.032798,0.001812,0.005585,0.017516,0.060331,0.005886,0.032792,0.000016,-0.000008,0.124140,0.011841,0.005372,-0.011778,0.009750,-0.006500,-0.436318,-0.328625,-0.308270,-0.169452,-0.098497,-0.044551,-0.133841,-0.005881,0.055618,0.012638,-0.082440,-0.056952,0.073643,-0.000501,-0.000056,-0.013992,-0.002323,-0.025381,-0.000191,-0.012671,0.000008,-0.000035,-0.001562,0.030465,-0.000093,0.000855,0.067641,0.011410,0.372434,0.071274,0.029529,0.389543,0.014975,0.118840,2.592175,0.734391,0.562971,0.384155,0.302887,0.183290,0.230624,0.216588,0.227087,0.243463,0.193540,0.203598,0.200686,0.021706,0.004738,0.021926,0.025837,0.023581,0.021835,0.027631,0.003016,0.008023,0.020402,0.026082,0.011960,0.009476,0.080043,0.014789,0.492010,0.076161,0.036230,0.444640,0.017550,0.131836,2.423913,0.834731,0.561323,0.433122,0.372189,0.260356,0.254807,0.212676,0.202280,0.245597,0.226670,0.226714,0.188257,0.022151,0.005622,0.027425,0.029187,0.022261,0.027038,0.034994,0.003125,0.008889,0.027311,0.027895,0.015953,0.011754,speech
0.140099,0.025310,2.850618,0.253799,0.226039,0.784757,0.017549,0.191218,-26.927782,1.912478,0.962053,-0.009405,-0.281113,-0.025866,-0.037305,-0.068499,0.112721,-0.137695,-0.139063,-0.052813,-0.187651,0.023657,0.004161,0.024735,0.010483,0.020718,0.016365,0.052562,0.000828,0.004390,0.025618,0.029173,0.005427,0.032735,-0.001180,-0.000000,0.007140,-0.001141,-0.000070,-0.004831,0.000362,-0.000139,-0.011934,0.012079,0.002710,0.002197,0.006999,-0.002487,-0.006184,-0.000288,-0.002333,-0.003388,0.000577,0.000296,0.000632,-0.000013,-0.000001,-0.000950,-0.000057,-0.000127,-0.000071,-0.000918,-0.000002,-0.000010,-0.000008,0.000876,-0.000006,0.000018,0.129256,0.025008,0.576049,0.108071,0.031102,0.694132,0.012986,0.217486,3.191174,1.175505,0.651020,0.427935,0.395671,0.261652,0.288341,0.335916,0.242124,0.249641,0.296813,0.261517,0.342138,0.035717,0.006485,0.033338,0.015128,0.031214,0.024359,0.060018,0.001452,0.009408,0.033630,0.038646,0.012360,0.017885,0.144571,0.027336,0.729979,0.124438,0.035966,0.896810,0.017373,0.277994,3.135161,1.494018,0.738650,0.513168,0.427967,0.331348,0.294172,0.331134,0.297202,0.263268,0.289316,0.349270,0.318331,0.034316,0.007848,0.040633,0.020021,0.039397,0.029380,0.069942,0.001704,0.012491,0.038866,0.037673,0.014029,0.024187,speech
0.122466,0.015553,2.960327,0.224760,0.209176,0.880069,0.016298,0.208625,-27.376386,1.877246,0.489328,0.225785,-0.408635,0.166994,0.234693,-0.338874,0.157809,-0.145290,-0.170331,-0.039026,-0.136640,0.018321,0.002203,0.015620,0.007687,0.009158,0.006746,0.038710,0.001558,0.009088,0.051376,0.029824,0.003909,0.027769,0.000501,0.000000,0.015174,0.000502,-0.000702,0.007652,0.000122,0.000313,0.043858,-0.014782,0.009174,-0.007365,-0.004715,0.003977,-0.006727,0.001571,0.001365,-0.024253,0.001060,-0.000578,-0.009217,0.000073,0.000008,0.001453,0.000100,0.000026,0.000028,-0.000962,0.000001,0.000006,0.000019,-0.000466,0.000018,-0.000154,0.107289,0.016202,0.394110,0.092154,0.040496,0.654495,0.013253,0.196802,3.506813,0.970994,0.867646,0.566033,0.530804,0.275914,0.252590,0.343058,0.283709,0.377696,0.354765,0.271886,0.309997,0.032633,0.002355,0.020963,0.011747,0.010001,0.009008,0.041970,0.001863,0.013765,0.040803,0.035924,0.005372,0.014421,0.125048,0.019790,0.471971,0.104776,0.041999,0.755055,0.016387,0.241274,2.453204,1.201524,0.887163,0.581489,0.635050,0.334152,0.283218,0.362239,0.281592,0.383988,0.448003,0.280805,0.281699,0.034467,0.002847,0.026804,0.017433,0.009923,0.009424,0.044803,0.002702,0.018757,0.047283,0.038117,0.007920,0.014260,speech
0.121149,0.027114,2.854065,0.222278,0.207597,0.866435,0.016684,0.207676,-26.272559,1.700855,0.373297,0.433548,0.057942,0.159522,0.312676,0.073440,0.010570,0.277058,-0.094776,0.209075,-0.022104,0.007865,0.002073,0.047141,0.004746,0.010741,0.004473,0.048174,0.002610,0.004621,0.018814,0.089730,0.001910,0.037154,0.006030,-0.000289,-0.015839,0.005397,0.000098,0.079546,-0.000001,0.015949,-0.009939,-0.070737,0.012557,0.003680,-0.035403,-0.011458,-0.000801,-0.006451,0.006307,0.010013,0.000790,0.006820,0.007309,0.000070,0.000156,0.001205,-0.000003,0.000228,0.000058,-0.000800,0.000167,0.000165,-0.000484,-0.005100,0.000036,-0.001028,0.106987,0.027099,0.348170,0.103218,0.030767,0.736841,0.014750,0.194876,2.579410,1.239663,0.855596,0.497321,0.431261,0.315899,0.385528,0.359553,0.318020,0.282225,0.215972,0.169257,0.160269,0.012284,0.003101,0.046549,0.005445,0.013232,0.008654,0.045984,0.004479,0.003978,0.022445,0.081947,0.002064,0.019222,0.097199,0.025038,0.448218,0.096246,0.038136,0.846797,0.022054,0.218141,2.488351,1.432694,0.970437,0.507193,0.503145,0.367052,0.414643,0.376889,0.326899,0.283642,0.247165,0.197846,0.194888,0.014340,0.003880,0.040062,0.006720,0.013679,0.011392,0.065024,0.006561,0.003996,0.021919,0.073602,0.003222,0.019245,speech
0.090816,0.034826,2.835263,0.204108,0.219733,0.416900,0.045734,0.115474,-27.735745,2.607091,0.328674,0.018118,-0.237849,0.019403,0.230619,-0.004231,-0.001566,-0.185736,-0.197781,-0.039408,-0.163749,0.030618,0.004365,0.043985,0.022210,0.014984,0.012200,0.057573,0.001438,0.004451,0.008360,0.041345,0.003521,0.040041,-0.002964,-0.000032,-0.003207,-0.001960,0.000160,-0.024802,0.000924,-0.005208,-0.059973,0.026720,0.019607,0.018855,0.013483,0.002489,0.000308,0.003822,0.008561,0.003574,0.001654,-0.002513,-0.002981,-0.000033,-0.000042,0.000181,-0.000269,0.000109,-0.000049,-0.000185,-0.000022,-0.000023,-0.000095,0.001293,-0.000090,0.000295,0.116710,0.036795,0.472465,0.128094,0.045735,0.474961,0.045781,0.168267,3.914118,1.032003,0.592299,0.344609,0.393303,0.305588,0.263465,0.242578,0.291946,0.212312,0.289473,0.324961,0.321803,0.048382,0.006693,0.046399,0.030852,0.019266,0.027461,0.087116,0.003096,0.006587,0.014712,0.045428,0.006980,0.020555,0.123668,0.040982,0.619641,0.145948,0.063234,0.522757,0.071145,0.201166,3.604850,1.138731,0.587921,0.412667,0.457341,0.314888,0.316461,0.233334,0.261823,0.245244,0.275326,0.309063,0.326606,0.048398,0.009456,0.063430,0.041706,0.026679,0.029299,0.101542,0.003732,0.008665,0.018706,0.055009,0.008948,0.024984,speech
0.109287,0.016198,2.726705,0.209790,0.210831,0.779520,0.018836,0.186825,-28.183474,2.098057,0.440839,0.486647,-0.024455,-0.166254,0.226318,0.143937,0.080809,0.281714,-0.108113,0.136278,0.063561,0.011921,0.003089,0.074133,0.004927,0.027033,0.006695,0.060593,0.001312,0.004949,0.006649,0.038495,0.003487,0.034469,-0.010288,-0.000037,-0.029273,-0.004662,0.001401,-0.107839,-0.000567,-0.003075,-0.412617,0.018938,-0.061525,-0.040828,0.090290,0.042710,0.013118,-0.030290,-0.072118,0.010087,0.028539,0.021487,0.103303,-0.001014,-0.000912,0.000682,-0.000957,0.000836,0.000555,0.008523,-0.000367,-0.000103,-0.001056,0.007145,-0.001084,0.002690,0.104738,0.018474,0.445395,0.104407,0.035080,0.671993,0.016977,0.195309,2.934795,1.153695,0.625409,0.350761,0.348454,0.233248,0.304370,0.202490,0.202171,0.186664,0.173854,0.160434,0.145043,0.012435,0.005396,0.053186,0.004862,0.028396,0.007855,0.038938,0.001982,0.004214,0.007099,0.032052,0.003854,0.015166,0.105519,0.017414,0.597826,0.113660,0.045412,0.730331,0.021695,0.219215,3.060263,1.196728,0.644301,0.369723,0.428962,0.326805,0.294290,0.274400,0.227625,0.259627,0.220803,0.208720,0.193319,0.013483,0.007473,0.057448,0.007955,0.033574,0.007859,0.052670,0.002377,0.005233,0.009521,0.038240,0.004573,0.017458,speech
0.111702,0.021066,2.848558,0.234846,0.227593,0.761222,0.016446,0.166208,-29.548556,1.742213,0.416362,0.253999,-0.038403,-0.074498,0.164727,0.188584,-0.001037,0.233408,-0.059957,0.184541,0.005060,0.006999,0.004476,0.033969,0.005258,0.018879,0.005075,0.106607,0.001185,0.003519,0.009095,0.056190,0.001982,0.042834,0.018648,-0.000004,-0.045415,0.003412,0.000803,0.011057,-0.000932,-0.020083,-0.282328,-0.099252,-0.009691,0.105255,0.105464,-0.105502,0.063888,0.058109,0.138253,0.125345,0.023096,0.024485,-0.067964,-0.000670,0.000043,-0.005150,-0.000272,0.001701,0.000350,-0.048326,-0.000128,-0.000075,-0.000235,0.017018,-0.000281,-0.012853,0.062207,0.022483,0.316450,0.068647,0.025009,0.511730,0.010421,0.118192,2.282739,0.946713,0.514299,0.298423,0.308573,0.210088,0.286249,0.164752,0.184330,0.180217,0.155402,0.118762,0.128280,0.009209,0.011741,0.036428,0.006860,0.022090,0.006142,0.047231,0.001549,0.003311,0.014145,0.037652,0.002458,0.012910,0.063861,0.020529,0.377479,0.076081,0.030984,0.599821,0.013757,0.137215,1.824803,1.020759,0.563178,0.330728,0.357076,0.285493,0.271580,0.214557,0.214483,0.194173,0.183502,0.138585,0.141923,0.011766,0.016967,0.048166,0.008590,0.025772,0.006859,0.048412,0.002154,0.004328,0.016000,0.040463,0.002889,0.015536,speech
0.071840,0.013349,2.883357,0.179868,0.217305,0.453670,0.013162,0.108167,-29.387782,2.631524,0.801238,0.188790,-0.293774,-0.046226,0.333997,0.077675,0.097236,0.187883,0.046102,0.103141,-0.172325,0.012341,0.003037,0.036951,0.006571,0.015249,0.006998,0.061060,0.000544,0.004462,0.015085,0.084751,0.004113,0.034055,-0.006487,-0.000188,0.146112,-0.013074,-0.008186,-0.036359,-0.010955,0.000917,-0.630250,0.064218,0.089241,0.008582,-0.063968,0.042934,-0.074182,-0.020724,0.061211,0.047862,-0.116485,-0.095971,0.039587,0.002268,0.000057,-0.002091,-0.000910,0.001945,0.000082,-0.023110,0.000009,-0.000085,-0.000358,0.006258,-0.000389,-0.004204,0.081683,0.012993,0.278033,0.077107,0.024511,0.599099,0.006818,0.152146,1.637553,0.870024,0.390550,0.274883,0.269225,0.235487,0.239181,0.216123,0.188921,0.143023,0.149086,0.119571,0.083573,0.011558,0.004228,0.024279,0.009415,0.012677,0.009161,0.025842,0.000663,0.006832,0.015364,0.029191,0.005116,0.008175,0.084061,0.016352,0.371632,0.088610,0.032553,0.701220,0.008997,0.175950,1.614351,0.924187,0.497510,0.316854,0.352927,0.260279,0.245032,0.218813,0.232790,0.175383,0.171407,0.154708,0.099426,0.016213,0.005246,0.027258,0.013477,0.016416,0.013719,0.024436,0.000786,0.008780,0.020650,0.033508,0.006761,0.007944,speech
0.113718,0.026557,2.858377,0.191523,0.195724,0.571540,0.015450,0.159905,-26.025165,2.831449,0.433826,0.021401,-0.314827,-0.174397,0.439932,0.129181,0.057369,0.207307,0.149610,0.037980,-0.023087,0.016422,0.004103,0.044140,0.007058,0.010997,0.007228,0.040806,0.000832,0.008147,0.030109,0.062398,0.006373,0.031006,0.007243,-0.000065,0.009305,0.005488,0.002121,0.047380,0.000376,0.018431,0.063500,-0.006519,0.025088,-0.010774,-0.009654,-0.007262,-0.024446,-0.003071,-0.004098,0.000911,0.009670,0.002431,-0.011431,0.000088,0.000061,-0.002982,0.000144,0.000039,0.000160,-0.006111,0.000032,0.000169,0.000289,0.000795,0.000016,-0.001825,0.132353,0.026539,0.325849,0.126109,0.057041,0.772243,0.010855,0.229147,3.312484,1.386191,0.588348,0.377758,0.255455,0.296171,0.420481,0.292864,0.247269,0.187784,0.207294,0.152016,0.192040,0.018747,0.005151,0.044814,0.008296,0.012294,0.008655,0.061076,0.000888,0.007817,0.029120,0.043124,0.006298,0.017418,0.143941,0.026507,0.505085,0.138430,0.072719,0.876306,0.015366,0.285550,2.439742,1.669553,0.682201,0.409353,0.327545,0.297066,0.341033,0.345446,0.269658,0.251233,0.235600,0.195957,0.218884,0.021326,0.006637,0.038444,0.010981,0.018157,0.013122,0.055764,0.001010,0.012279,0.025246,0.045232,0.007923,0.015199,speech
0.080538,0.018259,2.993469,0.181020,0.202310,0.535397,0.017488,0.128875,-26.343947,2.547726,0.237897,0.506939,0.052005,-0.099276,0.021286,-0.313531,-0.003418,-0.187661,0.066790,0.071808,-0.002395,0.006464,0.001957,0.012353,0.003619,0.034708,0.038854,0.086734,0.001624,0.009489,0.022031,0.027616,0.002244,0.036187,0.000563,-0.000389,-0.004119,0.000689,-0.000502,0.006395,0.001419,0.000500,-0.234505,-0.062118,-0.030760,0.021493,-0.016568,-0.025669,-0.029379,-0.009803,-0.016255,0.016881,-0.001267,0.014726,0.005840,-0.000189,-0.000018,-0.002489,-0.000209,-0.001919,-0.001424,-0.005321,-0.000003,-0.000070,-0.000286,0.005153,-0.000065,-0.000824,0.079592,0.016184,0.353475,0.082499,0.038289,0.422214,0.011454,0.174325,3.009137,0.813717,0.762727,0.314438,0.277097,0.322265,0.327863,0.357379,0.240699,0.282856,0.226912,0.304261,0.206703,0.007366,0.002713,0.015936,0.003117,0.041410,0.040271,0.065298,0.002631,0.012942,0.026633,0.040933,0.002617,0.014378,0.075035,0.017628,0.479084,0.092806,0.052324,0.509649,0.012215,0.226442,1.976818,0.976130,0.612143,0.328344,0.365337,0.436766,0.382545,0.365057,0.262590,0.356589,0.319085,0.355191,0.257222,0.008110,0.003576,0.015600,0.004187,0.050815,0.038277,0.066604,0.002989,0.017235,0.034174,0.037655,0.002856,0.016973,speech
